#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Rpl6	Rps2	10090.ENSMUSP00000031617	10090.ENSMUSP00000092502	0	0	0	0	0	0.654	0	0	0.654
Rpl6	Rplp0	10090.ENSMUSP00000031617	10090.ENSMUSP00000083705	0	0	0	0	0	0.835	0.800	0	0.965
Rpl6	Rplp2	10090.ENSMUSP00000031617	10090.ENSMUSP00000081474	0	0	0	0	0	0.905	0.800	0	0.980
Rplp0	Rplp1	10090.ENSMUSP00000083705	10090.ENSMUSP00000008036	0	0	0	0	0	0.858	0.800	0	0.970
Rplp0	Rplp2	10090.ENSMUSP00000083705	10090.ENSMUSP00000081474	0	0	0	0	0	0.911	0.800	0	0.981
Rplp0	Rps2	10090.ENSMUSP00000083705	10090.ENSMUSP00000092502	0	0	0	0	0	0.673	0	0	0.673
Rplp1	Rps2	10090.ENSMUSP00000008036	10090.ENSMUSP00000092502	0	0	0	0	0	0.473	0	0	0.473
Rplp1	Rplp2	10090.ENSMUSP00000008036	10090.ENSMUSP00000081474	0	0	0	0	0	0.903	0.800	0	0.979
Rplp2	Rps2	10090.ENSMUSP00000081474	10090.ENSMUSP00000092502	0	0	0	0	0	0.850	0	0	0.850
Rps2	Snd1	10090.ENSMUSP00000092502	10090.ENSMUSP00000001460	0	0	0	0	0	0.637	0	0	0.637
Rps2	Xrn2	10090.ENSMUSP00000092502	10090.ENSMUSP00000028921	0	0	0	0	0	0.201	0.900	0	0.916
Sec16a	Sec31a	10090.ENSMUSP00000109716	10090.ENSMUSP00000092157	0	0	0	0	0	0.466	0.600	0	0.777
Sec31a	Uso1	10090.ENSMUSP00000092157	10090.ENSMUSP00000031355	0	0	0	0	0	0	0.600	0	0.600
Sirt2	Tuba4a	10090.ENSMUSP00000072732	10090.ENSMUSP00000140657	0	0	0	0	0	0.130	0.389	0	0.445
Smarcc2	Top2b	10090.ENSMUSP00000100868	10090.ENSMUSP00000017629	0	0	0	0	0	0.328	0.629	0	0.740
Snw1	U2af2	10090.ENSMUSP00000021428	10090.ENSMUSP00000005041	0	0	0	0	0	0.655	0	0	0.655
Snw1	Srrm1	10090.ENSMUSP00000021428	10090.ENSMUSP00000125003	0	0	0	0	0	0.697	0	0	0.697
Snw1	Srrm2	10090.ENSMUSP00000021428	10090.ENSMUSP00000085993	0	0	0	0	0	0.896	0.720	0	0.969
Sptan1	Uso1	10090.ENSMUSP00000097797	10090.ENSMUSP00000031355	0	0	0	0	0	0	0.600	0	0.600
Sptan1	Synpo2	10090.ENSMUSP00000097797	10090.ENSMUSP00000102034	0	0	0	0	0	0.087	0.419	0	0.446
Sptan1	Sptbn1	10090.ENSMUSP00000097797	10090.ENSMUSP00000099902	0	0	0	0.694	0	0.916	0.589	0	0.964
Sptbn1	Uso1	10090.ENSMUSP00000099902	10090.ENSMUSP00000031355	0	0	0	0	0	0	0.600	0	0.600
Srpk1	U2af2	10090.ENSMUSP00000116259	10090.ENSMUSP00000005041	0	0	0	0	0	0.683	0	0	0.683
Srpk1	Srsf4	10090.ENSMUSP00000116259	10090.ENSMUSP00000061474	0	0	0	0	0	0.511	0.800	0	0.898
Srpk1	Srsf7	10090.ENSMUSP00000116259	10090.ENSMUSP00000070983	0	0	0	0	0	0.143	0.800	0	0.821
Srpk1	Srsf2	10090.ENSMUSP00000116259	10090.ENSMUSP00000090059	0	0	0	0	0	0.327	0.800	0	0.859
Srpk1	Srsf6	10090.ENSMUSP00000116259	10090.ENSMUSP00000119065	0	0	0	0	0	0.511	0.800	0	0.898
Srpk1	Srsf1	10090.ENSMUSP00000116259	10090.ENSMUSP00000120595	0	0	0	0	0	0.764	0.800	0	0.950
Srrm1	U2af2	10090.ENSMUSP00000125003	10090.ENSMUSP00000005041	0	0	0	0	0	0.057	0.600	0	0.606
Srrm1	Wdr33	10090.ENSMUSP00000125003	10090.ENSMUSP00000025264	0	0	0	0	0	0	0.600	0	0.600
Srrm1	Srsf4	10090.ENSMUSP00000125003	10090.ENSMUSP00000061474	0	0	0	0	0	0.262	0.600	0	0.692
Srrm1	Srrm2	10090.ENSMUSP00000125003	10090.ENSMUSP00000085993	0	0	0	0	0	0.909	0.800	0	0.981
Srrm1	Srsf2	10090.ENSMUSP00000125003	10090.ENSMUSP00000090059	0	0	0	0	0	0.912	0.600	0	0.963
Srrm1	Tpr	10090.ENSMUSP00000125003	10090.ENSMUSP00000117616	0	0	0	0	0	0	0.600	0	0.600
Srrm1	Srsf6	10090.ENSMUSP00000125003	10090.ENSMUSP00000119065	0	0	0	0	0	0.262	0.600	0	0.692
Srrm1	Srsf1	10090.ENSMUSP00000125003	10090.ENSMUSP00000120595	0	0	0	0	0	0.922	0.600	0	0.967
Srrm2	Zc3h18	10090.ENSMUSP00000085993	10090.ENSMUSP00000017622	0	0	0	0	0	0.704	0	0	0.704
Srrm2	Srsf1	10090.ENSMUSP00000085993	10090.ENSMUSP00000120595	0	0	0	0	0	0.708	0	0	0.708
Srsf1	U2af2	10090.ENSMUSP00000120595	10090.ENSMUSP00000005041	0	0	0	0	0	0.714	0.861	0	0.958
Srsf1	Top2b	10090.ENSMUSP00000120595	10090.ENSMUSP00000017629	0	0	0	0	0	0.568	0	0	0.568
Srsf1	Wdr33	10090.ENSMUSP00000120595	10090.ENSMUSP00000025264	0	0	0	0	0	0.162	0.600	0	0.650
Srsf1	Srsf4	10090.ENSMUSP00000120595	10090.ENSMUSP00000061474	0	0	0	0.869	0	0.383	0.800	0	0.871
Srsf1	Srsf7	10090.ENSMUSP00000120595	10090.ENSMUSP00000070983	0	0	0	0.704	0	0.716	0	0	0.716
Srsf1	Srsf2	10090.ENSMUSP00000120595	10090.ENSMUSP00000090059	0	0	0	0.677	0	0.941	0.856	0	0.991
Srsf1	Srsf10	10090.ENSMUSP00000120595	10090.ENSMUSP00000101479	0	0	0	0	0	0.402	0	0	0.402
Srsf1	Srsf6	10090.ENSMUSP00000120595	10090.ENSMUSP00000119065	0	0	0	0.866	0	0.602	0.800	0	0.917
Srsf10	Srsf4	10090.ENSMUSP00000101479	10090.ENSMUSP00000061474	0	0	0	0.659	0	0.414	0	0	0.414
Srsf2	U2af2	10090.ENSMUSP00000090059	10090.ENSMUSP00000005041	0	0	0	0	0	0.080	0.800	0	0.808
Srsf2	Top2b	10090.ENSMUSP00000090059	10090.ENSMUSP00000017629	0	0	0	0	0	0.568	0	0	0.568
Srsf2	Wdr33	10090.ENSMUSP00000090059	10090.ENSMUSP00000025264	0	0	0	0	0	0	0.600	0	0.600
Srsf2	Srsf4	10090.ENSMUSP00000090059	10090.ENSMUSP00000061474	0	0	0	0.731	0	0.270	0.856	0	0.890
Srsf2	Srsf7	10090.ENSMUSP00000090059	10090.ENSMUSP00000070983	0	0	0	0.835	0	0.748	0	0	0.748
Srsf2	Srsf6	10090.ENSMUSP00000090059	10090.ENSMUSP00000119065	0	0	0	0.787	0	0.567	0.856	0	0.935
Srsf4	U2af2	10090.ENSMUSP00000061474	10090.ENSMUSP00000005041	0	0	0	0	0	0.402	0.861	0	0.913
Srsf4	Wdr33	10090.ENSMUSP00000061474	10090.ENSMUSP00000025264	0	0	0	0	0	0.162	0.600	0	0.650
Srsf4	Srsf6	10090.ENSMUSP00000061474	10090.ENSMUSP00000119065	0	0	0	0.957	0	0.402	0.800	0	0.875
Srsf6	U2af2	10090.ENSMUSP00000119065	10090.ENSMUSP00000005041	0	0	0	0	0	0.402	0.861	0	0.913
Srsf6	Wdr33	10090.ENSMUSP00000119065	10090.ENSMUSP00000025264	0	0	0	0	0	0.162	0.600	0	0.650
Srsf6	Srsf7	10090.ENSMUSP00000119065	10090.ENSMUSP00000070983	0	0	0	0.746	0	0.526	0	0	0.526
Ssr1	Ssr3	10090.ENSMUSP00000021864	10090.ENSMUSP00000029414	0	0	0	0	0	0.881	0.800	0	0.975
Ssrp1	Supt5	10090.ENSMUSP00000076971	10090.ENSMUSP00000003527	0	0	0	0	0	0.732	0.600	0	0.888
Ssrp1	Zc3h18	10090.ENSMUSP00000076971	10090.ENSMUSP00000017622	0	0	0	0	0	0.423	0	0	0.422
Ssrp1	Tceb3	10090.ENSMUSP00000076971	10090.ENSMUSP00000030427	0	0	0	0	0	0	0.600	0	0.600
Supt5	Tceb3	10090.ENSMUSP00000003527	10090.ENSMUSP00000030427	0	0	0	0	0	0	0.600	0	0.600
Tjp1	Tjp2	10090.ENSMUSP00000099652	10090.ENSMUSP00000097154	0	0	0	0.902	0	0.766	0.800	0	0.951
Tjp1	Tuba4a	10090.ENSMUSP00000099652	10090.ENSMUSP00000140657	0	0	0	0	0	0.059	0.800	0	0.803
Tpd52	Tpd52l1	10090.ENSMUSP00000091943	10090.ENSMUSP00000000305	0	0	0	0.936	0	0.209	0.900	0	0.917
Tpd52	Tpd52l2	10090.ENSMUSP00000091943	10090.ENSMUSP00000117690	0	0	0	0.897	0	0.728	0	0	0.728
Tppp	Tuba4a	10090.ENSMUSP00000022057	10090.ENSMUSP00000140657	0	0	0	0	0	0.972	0	0	0.972
Tpr	Wdr33	10090.ENSMUSP00000117616	10090.ENSMUSP00000025264	0	0	0	0	0	0.074	0.900	0	0.903
U2af2	Wdr33	10090.ENSMUSP00000005041	10090.ENSMUSP00000025264	0	0	0	0	0	0	0.600	0	0.600
